code,scenario_code,name,unit,kind,sdg_primary,sdg_secondary,direction,strength,badge,confidence,headline,series_name,series,series_alt,method,order
S06-D3,S06,재생에너지 발전 비중,%,direct,7,"13,9",positive,strong,R,mid,"8.4%(2023) → 29.2%(2038), 3.5배 확대 · 설비 125.9GW",,"[{""y"":2023,""v"":8.4,""b"":""S"",""c"":""mid""},{""y"":2030,""v"":20,""b"":""E"",""c"":""low""},{""y"":2038,""v"":29.2,""b"":""R"",""c"":""high""}]",,"{""definition"":""총 발전량 중 태양광·풍력·수력·바이오 등 재생에너지가 차지하는 비중. SDG7의 국제 표준 지표입니다."",""sources"":[{""title"":""제11차 전력수급기본계획 — 2038년 신재생 29.2%, 신재생 설비 125.9GW 보급"",""org"":""산업통상자원부"",""year"":2025,""url"":""https://www.epj.co.kr/news/articleView.html?idxno=34419""},{""title"":""무탄소 발전 비중 2023년 39.1%"",""org"":""산업통상자원부"",""year"":2025,""url"":""https://www.industrynews.co.kr/news/articleView.html?idxno=60527""}],""steps"":[""① 2038년 29.2%는 확정 계획 공표값(R)."",""② 2023년 값은 계획 문서의 정의와 맞추기 위해 역산했습니다(S): 무탄소 39.1% − 원자력 30.7% = 8.4%."",""③ 이 8.4%는 한국에너지공단의 '신재생에너지 발전비중'(폐기물·연료전지 포함 시 약 9.6%)과 정의가 달라 값이 다릅니다. 계획 내부 정합성을 위해 역산값을 채택했습니다."",""④ 2030년은 두 끝점 사이 보간이되, 초기 보급 속도가 후반보다 빠른 점을 반영해 20.0%로 배치(E).""],""assumptions"":[""무탄소 = 원자력 + 재생에너지로 단순 분해(수소·암모니아 발전은 2023년 실적이 0에 가까우므로 무시)""],""limits"":""재생에너지 통계는 정의(신에너지 포함 여부, 폐기물 포함 여부)에 따라 값이 1%p 이상 달라집니다. 이 지표는 전력수급기본계획 정의를 따르며, 한국에너지공단 보급통계나 IEA 기준과는 직접 비교할 수 없습니다."",""badge_reason"":""2038년 목표는 R, 2023년은 계획 내 값들의 차분으로 역산했으므로 S, 2030년은 보간 E.""}",3
S06-I1,S06,전력 계통 온실가스 배출계수,g CO₂/kWh,indirect,13,"7,9",positive,strong,E,low,"459g(2023) → 약 200g(2038) 추정, 57% 감소",,"[{""y"":2023,""v"":459,""b"":""R"",""c"":""high""},{""y"":2030,""v"":338,""b"":""E"",""c"":""low""},{""y"":2038,""v"":200,""b"":""E"",""c"":""low""}]",,"{""definition"":""전력 1kWh를 소비할 때 계통 평균으로 발생하는 CO₂ 배출량. 건물·수송·산업의 전기화가 실제로 배출을 줄이는지 판정하는 기준값이며, 기업의 Scope2 배출 계산에도 직접 쓰입니다."",""sources"":[{""title"":""국가 온실가스 배출계수 — 전력 간접배출계수 약 0.459 kgCO₂/kWh"",""org"":""온실가스종합정보센터"",""year"":2023,""url"":""https://www.gir.go.kr/""},{""title"":""제11차 전력수급기본계획 무탄소 비중"",""org"":""산업통상자원부"",""year"":2025,""url"":""https://www.industrynews.co.kr/news/articleView.html?idxno=60527""}],""steps"":[""① 기준값: 2023년 전력 배출계수 459 gCO₂/kWh(R)."",""② 화석발전 평균 배출계수 역산(S): 459 ÷ (1 − 0.391) = 754 gCO₂/kWh. 이는 석탄·LNG 혼합 평균입니다."",""③ 2038년에는 화석 잔여분에서 석탄이 줄고 LNG 비중이 커진다고 보아 화석 평균 배출계수를 754 → 680 gCO₂/kWh로 하향 조정(약 −10%)."",""④ 2038년 배출계수 = (1 − 0.707) × 680 = 199 ≈ 200 gCO₂/kWh."",""⑤ 2030년 = (1 − 0.530) × 720 = 338 gCO₂/kWh(화석 평균은 754와 680 사이 보간).""],""assumptions"":[""화석발전 내부 구성(석탄:LNG) 변화를 −10%(2038)라는 단일 계수로 근사했습니다"",""송배전 손실률 변화 미반영"",""무탄소 전원의 이용률이 기존과 동일하다고 가정(재생에너지 출력제어 미반영)""],""limits"":""정부가 공표한 미래 배출계수 전망은 존재하지 않아 전량 자체 추정입니다. 특히 재생에너지 비중이 30%에 근접하면 출력제어(curtailment)로 실제 발전량이 계획보다 줄어 배출계수가 추정보다 높아질 수 있습니다. 반대로 석탄 조기폐지가 가속되면 더 낮아집니다. 오차 범위는 ±50 gCO₂/kWh 이상으로 보아야 합니다."",""badge_reason"":""기준값만 R이고 미래 전 구간이 화석 평균 계수 가정에 의존하므로 E, 신뢰도 '하'.""}",4
S06-I2,S06,재생에너지 설비 소요 부지면적,km² (누적),indirect,15,"7,2",negative,medium,E,low,"2038년 태양광에만 약 1,000km² 필요 — 국토의 1.0%",,"[{""y"":2023,""v"":380,""b"":""E"",""c"":""low""},{""y"":2030,""v"":700,""b"":""E"",""c"":""low""},{""y"":2038,""v"":1008,""b"":""E"",""c"":""low""}]",,"{""definition"":""태양광 발전설비를 설치하는 데 필요한 누적 부지면적. 재생에너지 확대(SDG7)와 육상생태계·농지 보전(SDG15·2)이 충돌하는 지점을 정량화한 지표입니다."",""sources"":[{""title"":""제11차 전력수급기본계획 — 2038년까지 신재생에너지 설비 125.9GW 보급"",""org"":""산업통상자원부"",""year"":2025,""url"":""https://www.epj.co.kr/news/articleView.html?idxno=34419""},{""title"":""태양광 발전설비 단위면적 원단위(1MW당 약 1.3~1.5ha) — 국내 육상 태양광 실적 기준 통설"",""org"":""한국에너지공단 계열 자료"",""year"":2022,""url"":""https://www.knrec.or.kr/""}],""steps"":[""① 125.9GW 중 태양광 비중을 57%로 가정 → 태양광 설비 약 72GW."",""② 원단위 × 수량법(M1): 육상 태양광 1MW당 부지 1.4ha(1.3~1.5ha의 중앙값)."",""③ 72,000MW × 1.4ha = 100,800ha = 1,008 km²."",""④ 국토면적 100,443km² 대비 1.00%(S)."",""⑤ 2023·2030년은 설비 보급 경로를 선형 가정해 배분(E).""],""assumptions"":[""태양광:풍력 비중 57:43은 이 대시보드가 설정한 가정입니다(계획서에 세부 배분이 공표되지 않음)"",""원단위 1.4ha/MW는 육상 지상형 기준. 건물 옥상·수상 태양광 비중이 커지면 소요 면적은 크게 줄어듭니다"",""풍력의 부지면적(이격거리 포함)은 계산에서 제외 — 실제 총 소요면적은 이보다 큽니다""],""limits"":""가정이 세 겹으로 쌓인 추정이라 이 대시보드에서 신뢰도가 가장 낮은 축에 속합니다. 특히 옥상형·영농형·수상형 비중에 따라 결과가 절반으로 줄 수 있습니다. 이 지표의 목적은 정확한 면적 산출이 아니라 'SDG7 달성이 SDG15에 부담을 준다'는 상충 구조를 보여주는 데 있습니다. S05-I4(산림 순흡수량)와 함께 읽어야 합니다."",""badge_reason"":""전 구간이 다중 가정에 기반한 자체 추정, E·신뢰도 '하'.""}",5
S06-I3,S06,전환 부문 온실가스 배출량 지수,지수 (2018년 = 100),indirect,13,7,positive,strong,S,high,2035년 31.2 — 발전 부문이 국가 감축의 최대 부담을 짐,전환(발전) 부문,"[{""y"":2018,""v"":100,""b"":""R"",""c"":""high""},{""y"":2035,""v"":31.2,""b"":""S"",""c"":""high""}]","[{""name"":""산업 부문(비교)"",""points"":[{""y"":2018,""v"":100},{""y"":2035,""v"":75.7}]},{""name"":""국가 전체(비교)"",""points"":[{""y"":2018,""v"":100},{""y"":2035,""v"":47}]}]","{""definition"":""2018년을 100으로 놓은 전환(발전) 부문 온실가스 배출량 지수. 절대량 대신 지수를 쓴 이유는 부문별 기준연도 배출 절대값을 원문에서 확인하지 못했기 때문이며, 공표된 감축률만으로 정확히 계산할 수 있습니다."",""sources"":[{""title"":""2035 NDC 부문별 감축률 — 전환 68.8%, 산업 24.3%, 전체 53%"",""org"":""정부 발표(2025.11)"",""year"":2025,""url"":""https://www.korea.kr/news/policyNewsView.do?newsId=148954548""}],""steps"":[""① 지수 = 100 × (1 − 감축률)."",""② 전환 부문 = 100 × (1 − 0.688) = 31.2."",""③ 산업 부문 = 100 × (1 − 0.243) = 75.7."",""④ 국가 전체 = 100 × (1 − 0.530) = 47.0."",""⑤ 해석: 전환 부문은 2018년 배출의 3분의 1 이하로 줄여야 하는 반면 산업 부문은 4분의 3을 유지합니다. S06의 발전믹스 전환이 실패하면 국가 목표 전체가 무너지는 구조입니다.""],""assumptions"":[""53% 하한안 기준의 부문별 감축률 적용""],""limits"":""지수라서 부문 간 절대 규모 비교는 불가능합니다. 전환 부문의 2018년 배출 절대량(약 2억 7천만 톤 수준으로 알려짐)을 원문에서 확인하면 절대량 지표로 바꾸는 것이 더 유용합니다."",""badge_reason"":""공표 감축률로부터의 단순 산술 변환이므로 S, 신뢰도 '상'.""}",6
S06-I4,S06,에너지 수입의존도,%,indirect,7,"8,17",positive,medium,E,low,약 93%(2023) → 약 82%(2038) 추정,,"[{""y"":2023,""v"":92.8,""b"":""B"",""c"":""mid""},{""y"":2030,""v"":87.5,""b"":""E"",""c"":""low""},{""y"":2038,""v"":82,""b"":""E"",""c"":""low""}]",,"{""definition"":""1차 에너지 공급 중 수입 에너지가 차지하는 비율. 에너지 안보(SDG7)와 무역수지(SDG8·17)에 직결되며, 재생에너지 확대가 가져오는 가장 큰 부수효과입니다."",""sources"":[{""title"":""에너지통계연보 — 우리나라 에너지 수입의존도 약 92~94%(원자력 연료를 수입으로 계상)"",""org"":""에너지경제연구원"",""year"":2024,""url"":""https://www.keei.re.kr/""},{""title"":""제11차 전력수급기본계획 재생에너지 확대 계획"",""org"":""산업통상자원부"",""year"":2025,""url"":""https://www.epj.co.kr/news/articleView.html?idxno=34419""}],""steps"":[""① 기준값 92.8%는 에너지통계연보의 통상 인용 범위(92~94%)의 중앙값을 채택(B — 원문 표를 직접 확인하지 못하고 통설 범위를 사용)."",""② 재생에너지는 전량 국산 1차에너지로 계상되므로, 발전 부문에서 재생에너지 비중이 8.4% → 29.2%로 늘면 그만큼 수입 화석연료가 대체됩니다."",""③ 전력이 1차에너지 공급에서 차지하는 비중을 약 40%로 보고, 발전 부문 재생 확대분(+20.8%p)을 가중: 20.8%p × 0.40 × 1.3(발전효율 보정) ≈ 10.8%p 감소."",""④ 92.8 − 10.8 = 82.0%(2038).""],""assumptions"":[""1차에너지 중 전력 비중 40%, 발전효율 보정계수 1.3은 이 대시보드가 설정한 값"",""수송·산업 부문의 전기화 진전에 따른 석유 수입 감소는 반영하지 않음(반영 시 더 크게 하락)"",""원자력 연료(우라늄)를 수입으로 계상하는 기준을 유지""],""limits"":""기준값 자체가 원문 표 확인이 아닌 통설 범위 채택이고, 환산 과정에도 임의 계수가 두 개 들어갑니다. 92.8% → 82.0%라는 변화의 방향과 대략적 크기만 의미가 있습니다. 원자력을 준국산으로 계상하는 기준(정부 일부 자료)에서는 현재 수치가 80%대로 낮아지므로 기준을 반드시 확인해야 합니다."",""badge_reason"":""기준값은 통설 범위 채택으로 B, 전망은 자체 환산이므로 E, 신뢰도 '하'.""}",7
S07-D1,S07,잠재성장률,%,direct,8,"9,1",negative,strong,R,high,1.5%(2025-30) → 0.7%(2031-40) → 0.1%(2041-50),KDI 기준 시나리오,"[{""y"":2027,""v"":1.5,""b"":""R"",""c"":""high""},{""y"":2035,""v"":0.7,""b"":""R"",""c"":""high""},{""y"":2045,""v"":0.1,""b"":""R"",""c"":""high""}]","[{""name"":""한국은행 전망(2045년)"",""points"":[{""y"":2045,""v"":0.6}]}]","{""definition"":""물가 상승 압력 없이 달성 가능한 실질 GDP 증가율. 표시 연도는 각 전망 구간의 중앙값입니다(2027=2025~2030, 2035=2031~2040, 2045=2041~2050)."",""sources"":[{""title"":""잠재성장률 전망과 정책적 시사점 — 기준 시나리오 2025~2030년 1.5%, 2031~2040년 0.7%, 2041~2050년 0.1%"",""org"":""KDI"",""year"":2025,""url"":""https://www.kdi.re.kr/research/analysisView?art_no=3671""},{""title"":""한국은행 장기 잠재성장률 전망 — 2045년 0.6%"",""org"":""한국은행"",""year"":2024,""url"":""https://www.bok.or.kr/""}],""steps"":[""KDI 기준 시나리오의 구간별 값을 그대로 인용(R)."",""한국은행 전망(2045년 0.6%)을 보조 계열로 병기해 기관 간 편차를 드러냈습니다.""],""assumptions"":[""구간 평균값을 구간 중앙 연도의 값으로 표시""],""limits"":""잠재성장률은 사후적으로만 추정 가능한 잠재변수라 기관마다 값이 다릅니다. KDI(2045년 0.1%)와 한국은행(0.6%)의 0.5%p 차이는 총요소생산성 가정의 차이에서 옵니다. 어느 쪽이든 1% 미만이라는 점은 공통입니다. 또한 KDI는 2040년대 역성장 가능성도 언급했습니다."",""badge_reason"":""국책연구기관 보고서의 공표 수치를 그대로 인용, R.""}",1
S07-D2,S07,GDP 대비 국가채무비율,%,direct,17,"8,1",negative,strong,R,mid,"약 50%(2025) → 156.3%(2065), 시나리오 폭 133.0~173.4%",기준 시나리오,"[{""y"":2025,""v"":50,""b"":""E"",""c"":""mid""},{""y"":2035,""v"":63.3,""b"":""E"",""c"":""low""},{""y"":2045,""v"":87.6,""b"":""E"",""c"":""low""},{""y"":2055,""v"":119,""b"":""E"",""c"":""low""},{""y"":2065,""v"":156.3,""b"":""R"",""c"":""high""}]","[{""name"":""성장악화(상한)"",""points"":[{""y"":2025,""v"":50},{""y"":2065,""v"":173.4}]},{""name"":""성장대응(하한)"",""points"":[{""y"":2025,""v"":50},{""y"":2065,""v"":133}]},{""name"":""인구악화"",""points"":[{""y"":2065,""v"":169.6}]},{""name"":""인구대응"",""points"":[{""y"":2065,""v"":144.7}]}]","{""definition"":""국가채무(D1 기준)를 명목 GDP로 나눈 비율. 재정 지속가능성의 표준 지표이며, K-SDGs 목표17(이행수단·재원)의 국내 재원조달 능력과 직결됩니다."",""sources"":[{""title"":""제3차 장기재정전망(2025~2065) — 2065년 국가채무비율 기준 156.3%, 인구대응 144.7%, 인구악화 169.6%, 성장대응 133.0%, 성장악화 173.4%"",""org"":""국회예산정책처"",""year"":2025,""url"":""https://dailian.co.kr/news/view/1544008/""}],""steps"":[""① 2065년 5개 시나리오 값은 NABO 공표값(R)."",""② 출발점(2025년)은 약 50%로 배치했습니다. 2025년 본예산 기준 국가채무 약 1,270조 원 ÷ 명목 GDP 약 2,600조 원 ≈ 49%. 반올림해 50%로 표기하고 E 배지를 부여했습니다(NABO 전망의 정확한 출발값을 원문에서 확인하지 못했기 때문)."",""③ 중간 연도는 채무비율이 후반으로 갈수록 가속하는 점(이자 복리 + 고령화 지출 급증)을 반영해 지수 1.5의 멱함수로 보간(M3): V(t) = 50 + 106.3 × ((t−2025)/40)^1.5."",""④ 예) 2045년 = 50 + 106.3 × 0.5^1.5 = 50 + 37.6 = 87.6%.""],""assumptions"":[""보간 지수 1.5는 이 대시보드가 설정한 값(선형이면 2045년 78.2%, 지수 2.0이면 76.6%)"",""출발값 50%는 D1(국가채무) 기준. D2(일반정부 부채) 기준이면 60%대로 더 높습니다""],""limits"":""중간 연도는 전부 이 대시보드의 보간값입니다. NABO 원 보고서에는 연도별 경로가 수록되어 있으므로 반드시 원문 표로 대체해야 합니다. 또한 '무정책' 가정이므로 이 경로는 예측이 아니라 개혁 없이 방치할 경우의 시나리오입니다. 실제로 2065년에 채무비율 156%가 실현되기 전에 재정준칙·증세·지출개혁 중 하나가 작동할 가능성이 높습니다."",""badge_reason"":""2065년 종점은 공표값 R, 출발점과 중간 경로는 자체 보간이므로 E.""}",2
S07-D3,S07,GDP 대비 의무지출 비율,%,direct,1,"3,17",mixed,strong,R,high,"13.7%(2025) → 23.3%(2065), 재량지출 여력 잠식",,"[{""y"":2025,""v"":13.7,""b"":""R"",""c"":""high""},{""y"":2035,""v"":16.1,""b"":""E"",""c"":""low""},{""y"":2045,""v"":18.5,""b"":""E"",""c"":""low""},{""y"":2055,""v"":20.9,""b"":""E"",""c"":""low""},{""y"":2065,""v"":23.3,""b"":""R"",""c"":""high""}]",,"{""definition"":""법률에 따라 지출 규모가 자동으로 결정되는 의무지출(연금·건강보험·기초연금·아동수당 등)이 GDP에서 차지하는 비율. 이 비율이 오를수록 정부가 재량으로 배분할 수 있는 예산(교육·R&D·SOC·기후대응)의 여지가 줄어듭니다."",""sources"":[{""title"":""제3차 장기재정전망 — GDP 대비 의무지출 비율 2025년 13.7% → 2065년 23.3%"",""org"":""국회예산정책처"",""year"":2025,""url"":""https://dailian.co.kr/news/view/1544008/""}],""steps"":[""양 끝점은 NABO 공표값(R)."",""중간 연도는 선형 보간(E). 의무지출은 수급자 수 증가에 따라 비교적 완만하게 늘어나므로 채무비율과 달리 선형 가정이 무리하지 않다고 판단했습니다.""],""assumptions"":[""현행 연금·건강보험 제도가 유지된다는 무정책 가정"",""구간 내 선형 증가""],""limits"":""방향을 'mixed'로 분류한 이유는, 의무지출 증가가 SDG1(사회안전망)·SDG3(보건) 관점에서는 급여 확대라는 긍정 측면을 갖기 때문입니다. 문제는 규모가 아니라 재원 조달 방식이며, 조세 없이 채무로 조달하면 세대 간 형평(SDG10)이 악화됩니다."",""badge_reason"":""양 끝점은 공표값 R, 보간점만 E.""}",3
S07-I1,S07,국민연금 기금 소진 예상 시점,연도,indirect,1,"10,17",positive,strong,R,mid,"2055년(개혁 전) → 2064년(2025년 연금개혁 반영), 9년 연장",,"[{""y"":2023,""v"":2055,""b"":""R"",""c"":""high""},{""y"":2025,""v"":2064,""b"":""R"",""c"":""mid""}]",,"{""definition"":""국민연금 적립기금이 소진되어 부과방식으로 전환되는 예상 연도. x축은 전망이 발표된 시점, y축은 그 시점 기준의 소진 예상 연도입니다."",""sources"":[{""title"":""제5차 국민연금 재정계산 — 2041년 수지적자 전환, 2055년 기금 소진"",""org"":""보건복지부 국민연금재정추계전문위원회"",""year"":2023,""url"":""https://www.mohw.go.kr/""},{""title"":""2025년 국민연금법 개정(보험료율 9%→13%, 소득대체율 43%) — 소진 시점 2064년으로 연장"",""org"":""보건복지부·국회"",""year"":2025,""url"":""https://www.mohw.go.kr/""}],""steps"":[""제5차 재정계산의 공표값(2055년)과, 2025년 연금개혁 입법 후 정부가 제시한 연장 시점(2064년)을 인용했습니다."",""계산·가공은 없습니다.""],""assumptions"":[""개정된 보험료율 13%가 예정대로 단계 인상되고 기금운용수익률 가정이 유지됨""],""limits"":""2064년이라는 값은 개혁 직후 제시된 추계로, 차기 재정계산(제6차)에서 조정될 수 있어 신뢰도를 '중'으로 두었습니다. 또한 '기금 소진'이 곧 '연금 미지급'을 뜻하지는 않습니다 — 부과방식으로 전환되면 그해 보험료로 그해 급여를 지급하므로, 실질적 문제는 그때의 보험료율 부담(S01-I2 노년부양비 104명과 직결)입니다."",""badge_reason"":""공표 추계값을 그대로 인용, R.""}",4
S07-I2,S07,GDP 대비 국민부담률,%,indirect,17,"10,1",mixed,medium,B,low,"약 32%(2022) — OECD 평균 34%보다 낮음, 의무지출 23.3% 감당하려면 상승 불가피",한국,"[{""y"":2022,""v"":32,""b"":""B"",""c"":""mid""},{""y"":2040,""v"":36,""b"":""E"",""c"":""low""},{""y"":2065,""v"":42,""b"":""E"",""c"":""low""}]","[{""name"":""OECD 평균(참조선)"",""ref"":true,""points"":[{""y"":2022,""v"":34},{""y"":2065,""v"":34}]}]","{""definition"":""조세와 사회보장기여금의 합계가 GDP에서 차지하는 비율. 복지지출을 감당할 재원 조달 수준을 나타내며, SDG17(국내 재원 동원)의 핵심 지표입니다."",""sources"":[{""title"":""Revenue Statistics — 한국 국민부담률 약 32%, OECD 평균 약 34%"",""org"":""OECD"",""year"":2023,""url"":""https://www.oecd.org/tax/revenue-statistics.htm""},{""title"":""제3차 장기재정전망 — GDP 대비 의무지출 2065년 23.3%"",""org"":""국회예산정책처"",""year"":2025,""url"":""https://dailian.co.kr/news/view/1544008/""}],""steps"":[""① 현재값 32.0%는 OECD 통계의 통상 인용값(B — 원 표를 직접 확인하지 않고 범위 중앙값 채택)."",""② 미래 경로는 '채무비율을 156%에서 안정시키려면 국민부담률이 얼마나 올라야 하는가'를 역산한 규범적 추정입니다."",""③ 의무지출이 GDP 대비 9.6%p(13.7→23.3) 늘고, 재량지출을 현 수준에서 유지한다고 가정하면 총지출은 약 9.6%p 증가합니다."",""④ 이 중 절반을 증세로, 절반을 채무로 조달한다고 가정하면 국민부담률은 약 4.8%p 상승 → 2065년 약 37%. 여기에 사회보험료율 인상(국민연금 9→13%, 건강보험료 상승)의 GDP 대비 효과 약 5%p를 더해 42%로 배치했습니다.""],""assumptions"":[""증세:채무 조달 비율 50:50은 이 대시보드가 설정한 가정"",""재량지출이 GDP 대비 현 수준으로 유지된다고 가정"",""사회보험료 인상 효과 5%p도 개략 추정""],""limits"":""미래값은 예측이 아니라 '재정을 지속가능하게 하려면 이 정도가 필요하다'는 규범적 계산입니다. 실제로는 증세 대신 급여 삭감이나 지출 구조조정이 선택될 수 있습니다. 방향을 'mixed'로 둔 이유는 국민부담률 상승이 SDG1·10(재분배) 관점에서는 개선이지만 SDG8(성장) 관점에서는 부담이기 때문입니다."",""badge_reason"":""현재값은 국제기구 통계 인용이라 B, 미래는 규범적 자체 추정이라 E, 신뢰도 '하'.""}",5
S07-I3,S07,GDP 대비 연구개발(R&D) 투자 비율,%,indirect,9,"8,17",mixed,medium,R,mid,"5.21%(2022, 세계 2위) — 성장률 하락을 되돌릴 유일한 변수이자 재정압박의 첫 희생 후보",한국,"[{""y"":2015,""v"":4.22,""b"":""R"",""c"":""mid""},{""y"":2022,""v"":5.21,""b"":""R"",""c"":""high""},{""y"":2040,""v"":5,""b"":""E"",""c"":""low""}]","[{""name"":""OECD 평균(참조선)"",""ref"":true,""points"":[{""y"":2022,""v"":2.7}]}]","{""definition"":""총 연구개발비가 GDP에서 차지하는 비율. K-SDGs 목표9의 대표 지표이며, 잠재성장률의 세 요소(노동·자본·생산성) 중 유일하게 정책으로 끌어올릴 수 있는 총요소생산성의 선행지표입니다."",""sources"":[{""title"":""연구개발활동조사 — 2022년 GDP 대비 R&D 5.21%(이스라엘에 이어 세계 2위)"",""org"":""과학기술정보통신부·한국과학기술기획평가원"",""year"":2023,""url"":""https://www.msit.go.kr/""},{""title"":""Main Science and Technology Indicators — OECD 평균 약 2.7%"",""org"":""OECD"",""year"":2023,""url"":""https://www.oecd.org/sti/msti.htm""}],""steps"":[""실적치는 공표값 인용(R)."",""2040년 값은 두 힘이 상충한다는 판단하에 현 수준 유지(5.0%)로 배치했습니다(E): ① 의무지출 증가로 정부 R&D 재량예산이 압박받는 하방 요인, ② 생산성 향상이 유일한 성장 경로라는 인식에 따른 상방 요인."",""즉 2040년 값은 전망이라기보다 '현 수준 유지 시나리오'입니다.""],""assumptions"":[""민간 R&D 비중(약 79%)이 유지되고 기업 투자 여력이 급감하지 않음""],""limits"":""2040년 값은 근거 있는 전망이 아니라 기준선 표시입니다. 방향을 'mixed'로 둔 이유는 R&D 투자 자체는 SDG9의 개선이지만, 재정압박 상황에서 이 수준을 유지하는 것이 다른 지출(SDG1·3·4)을 희생시킬 수 있기 때문입니다. 또한 R&D 투자 비율이 세계 2위인데도 잠재성장률이 하락한다는 점은 투입 대비 성과(효율)의 문제를 시사합니다."",""badge_reason"":""실적치 R, 미래는 기준선 성격의 E.""}",6
S07-I4,S07,GNI 대비 ODA 비율,%,indirect,17,"10,1",negative,weak,B,low,"0.21%(2023) — UN 권고 0.7%의 30%, 재정압박 시 가장 먼저 축소되는 항목",한국,"[{""y"":2015,""v"":0.14,""b"":""B"",""c"":""mid""},{""y"":2023,""v"":0.21,""b"":""B"",""c"":""mid""},{""y"":2040,""v"":0.2,""b"":""E"",""c"":""low""}]","[{""name"":""UN 권고 기준"",""ref"":true,""points"":[{""y"":2015,""v"":0.7},{""y"":2040,""v"":0.7}]},{""name"":""DAC 회원국 평균"",""ref"":true,""points"":[{""y"":2023,""v"":0.37}]}]","{""definition"":""공적개발원조(ODA) 지출액이 국민총소득(GNI)에서 차지하는 비율. K-SDGs 목표17의 국제협력 대표 지표이며, UN은 0.7%를 권고합니다."",""sources"":[{""title"":""Development Co-operation Profiles — 한국 ODA/GNI 약 0.21%(2023), DAC 평균 약 0.37%"",""org"":""OECD DAC"",""year"":2024,""url"":""https://www.oecd.org/dac/""}],""steps"":[""실적치는 OECD DAC 통계의 통상 인용값을 채택(B — 원 표 직접 확인은 하지 못했습니다)."",""2040년 값은 재정압박(D2·D3)하에서 의무지출이 아닌 재량지출인 ODA가 실질 증액되기 어렵다고 보아 현 수준 유지로 배치(E).""],""assumptions"":[""ODA가 의무지출이 아닌 재량지출로 남아 있음"",""국제사회 압력이 현 수준에서 크게 강화되지 않음""],""limits"":""이 지표는 이 대시보드에서 시나리오와의 인과 연결이 가장 약합니다(강도 'weak'). 재정압박이 ODA를 줄인다는 것은 논리적 추론이지 실증된 관계가 아니며, 실제로 한국 ODA는 재정적자 확대기에도 증가해 왔습니다. SDG17의 국제적 책무가 국내 재정 제약과 충돌하는 구조를 보여주는 참조 지표로만 사용하십시오."",""badge_reason"":""국제기구 통계 인용 B, 미래는 기준선 성격의 E, 신뢰도 '하'.""}",7
S08-D1,S08,PM2.5 전국 연평균 농도,㎍/㎥,direct,11,"3,13",positive,strong,R,high,26(2015) → 18(2022) → 13(2027) → 12(2032),전국 연평균 농도,"[{""y"":2015,""v"":26,""b"":""R"",""c"":""high""},{""y"":2022,""v"":18,""b"":""R"",""c"":""high""},{""y"":2027,""v"":13,""b"":""R"",""c"":""high""},{""y"":2032,""v"":12,""b"":""R"",""c"":""high""}]","[{""name"":""국내 대기환경기준(15)"",""ref"":true,""points"":[{""y"":2015,""v"":15},{""y"":2032,""v"":15}]},{""name"":""WHO 권고(5)"",""ref"":true,""points"":[{""y"":2015,""v"":5},{""y"":2032,""v"":5}]}]","{""definition"":""전국 도시대기측정망의 초미세먼지(PM2.5) 연평균 농도(황사 발생일 제외). K-SDGs 목표11.6(도시 대기질)의 대표 지표입니다."",""sources"":[{""title"":""제3차 대기환경개선 종합계획 — 2015년 26㎍/㎥, 2022년 18㎍/㎥, 2027년 13㎍/㎥, 2032년 12㎍/㎥ 목표"",""org"":""환경부"",""year"":2022,""url"":""https://m.korea.kr/news/policyNewsView.do?newsId=148909855""},{""title"":""WHO Global Air Quality Guidelines — PM2.5 연평균 권고 5㎍/㎥"",""org"":""WHO"",""year"":2021,""url"":""https://www.who.int/publications/i/item/9789240034228""}],""steps"":[""네 시점 모두 계획 문서의 공표값을 그대로 인용(R)."",""비교를 위해 국내 대기환경기준(연평균 15㎍/㎥)과 WHO 2021 권고(5㎍/㎥)를 참조선으로 병기했습니다.""],""assumptions"":[""황사일 제외 기준 유지""],""limits"":""연평균 농도는 고농도 사건(겨울철 정체 시 100㎍/㎥ 초과)의 건강영향을 나타내지 못합니다. 또한 전국 평균이라 수도권·충남 등 고농도 지역의 실태를 가립니다. 목표를 달성해도 WHO 권고(5㎍/㎥)의 2.4배 수준에 머문다는 점이 이 지표의 핵심 메시지입니다."",""badge_reason"":""계획 문서의 목표·실적값을 그대로 인용, R.""}",1
